1337	When I grow up, I want to be a king.	404873	Quando eu crescer eu quero ser um rei.
1337	When I grow up, I want to be a king.	1141533	Quando crescer, quero ser rei.
1338	America is a lovely place to be, if you are here to earn money.	404890	Os EUA são um bom lugar para viver, se você estiver aqui para ganhar dinheiro.
1339	I'm so fat.	397652	Estou tão gorda.
1339	I'm so fat.	397653	Eu sou muito gordo.
1339	I'm so fat.	1212893	Estou tão gordo.
1339	I'm so fat.	1212894	Eu sou tão gordo.
1339	I'm so fat.	1312162	Sou muito gordo.
1339	I'm so fat.	3128611	Estou muito gordo.
1340	So what?	397626	E daí?
1340	So what?	397627	E agora?
1341	I'm gonna shoot him.	404806	Eu vou atirar nele.
1343	I'm just saying!	404999	Eu só estou falando.
1343	I'm just saying!	906059	Só estou dizendo.
1344	That was probably what influenced their decision.	405070	Isso foi provavelmente o que os influenciou na decisão deles.
1344	That was probably what influenced their decision.	936781	Aquilo foi provavelmente o que influenciou a decisão deles.
1345	I've always wondered what it'd be like to have siblings.	405316	Eu sempre imaginei como seria ter irmãos.
1346	This is what I would have said.	406453	Isso é o que eu teria dito.
1347	It would take forever for me to explain everything.	405330	Eu levaria uma eternidade para explicar tudo.
1348	That's because you're a girl.	397633	É porque você é menina.
1349	Sometimes I can't help showing emotions.	906058	Às vezes não consigo me segurar ao mostrar minhas emoções.
1351	It would be something I'd have to program.	405329	Isso seria algo que eu teria que programar.
1352	I don't intend to be selfish.	404986	Eu não tenho a intenção de ser egoísta.
1353	Let's consider the worst that could happen.	405342	Vamos pensar no pior que pode acontecer.
1354	How many close friends do you have?	405237	Quantos amigos íntimos você tem?
1354	How many close friends do you have?	1001725	Quantos amigos próximos você tem?
1355	I may be antisocial, but it doesn't mean I don't talk to people.	405298	Eu posso ser antissocial, mas não significa que eu não fale com as pessoas.
1355	I may be antisocial, but it doesn't mean I don't talk to people.	1193903	Eu posso ser antissocial, mas isso não significa que não fale com as pessoas.
1356	This is always the way it has been.	405081	Sempre foi desse jeito.
1356	This is always the way it has been.	1043881	Isso sempre foi assim.
1357	I think it is best not to be impolite.	405307	Eu acho que é melhor não ser mal educado.
1358	One can always find time.	340599	Sempre se pode encontrar tempo.
1359	I'd be unhappy, but I wouldn't kill myself.	404998	Eu não ficaria feliz, mas eu não me mataria.
1360	Back in high school, I got up at 6 a.m. every morning.	404892	No ensino médio eu acordava às 6 da manhã todo dia.
1361	When I woke up, I was sad.	404874	Quando eu acordei, eu estava triste.
1362	That is somewhat explained at the end.	405401	Isso é mais ou menos explicado no fim.
1363	I thought you liked to learn new things.	404995	Eu pensei que você gostava de aprender coisas novas.
1364	Most people write about their daily life.	405035	A maioria das pessoas escreve sobre sua rotina diária.
1365	If I could send you a marshmallow, Trang, I would.	404793	Se eu pudesse te mandar um marshmallow, Trang, eu mandaria.
1366	In order to do that, you have to take risks.	405002	Para fazer isso, você tem que correr riscos.
1367	Every person who is alone is alone because they are afraid of others.	405197	Toda pessoa que é só é só porque ela tem medo de outras pessoas.
1368	Why do you ask?	380522	Por que pergunta?
1368	Why do you ask?	893392	Por que perguntas?
1370	I can't tell her now. It's not that simple anymore.	405260	Eu não posso contar a ela agora. Não é mais tão simples.
1371	I am a flawed person, but these are flaws that can easily be fixed.	404977	Eu sou uma pessoa que tem muitos defeitos, esses defeitos podem ser facilmente corrigidos.
1372	Whenever I find something I like, it's too expensive.	340716	Sempre quando eu acho algo que me agrade, este algo é caro demais.
1373	How long did you stay?	404971	Quanto tempo você ficou?
1374	Maybe it will be exactly the same for him.	405029	Talvez seja do mesmo jeito para ele.
1375	Innocence is a beautiful thing.	405005	A inocência é uma coisa bela.
1376	Humans were never meant to live forever.	405240	Os humanos não foram feitos para viver para sempre.
1377	I don't want to lose my ideas, even though some of them are a bit extreme.	340377	Eu não quero perder minhas ideias, mesmo que algumas delas sejam um pouco extremas.
1378	I think I have a theory about that.	405306	Eu acho que tenho uma teoria sobre isso.
1379	That is intriguing.	397659	Isso é intrigante.
1379	That is intriguing.	397660	Isso é interessante.
1380	You are saying you intentionally hide your good looks?	405551	Você está dizendo que esconde sua beleza intencionalmente?
1381	I do not have an account in these forums.	405272	Eu não tenho uma conta nesses fóruns.
1382	If anyone was to ask what the point of the story is, I really don't know.	405317	Se alguém perguntar qual é o sentido da história, eu realmente não sei.
1383	I didn't know where it came from.	340334	Eu não sabia de onde isso veio.
1384	I think my living with you has influenced your way of living.	405308	Eu acho que morar com você influenciou a sua forma de viver.
1384	I think my living with you has influenced your way of living.	1573244	Eu acho que morar com você influenciou seu estilo de vida.
1385	This is not important.	397635	Isso não é importante.
1385	This is not important.	397636	Isso não importa.
1385	This is not important.	2593147	Isto não é importante.
1386	I didn't like it.	404983	Eu não gostei.
1387	She's asking how that's possible.	405066	Ela está perguntando como isso é possível.
1388	You're just running away from life's problems.	405561	Você está simplesmente fugindo dos problemas da vida.
1388	You're just running away from life's problems.	1573239	Você só está fugindo dos problemas da vida.
1389	If you look at the lyrics, they don't really mean much.	405320	Se você olhar para a letra, ela não significa muito.
1389	If you look at the lyrics, they don't really mean much.	1573237	Se você olhar a letra da música, ela não significa muita coisa.
1390	There's a problem there that you don't see.	406441	Há um problema que você não consegue ver.
1391	You can do it.	340623	Tu consegues fazê-lo!
1391	You can do it.	405106	Você consegue!
1392	My physics teacher doesn't care if I skip classes.	405061	Meu professor de física não se importa se eu faltar às aulas.
1393	I wish I could go to Japan.	404843	Eu queria poder ir ao Japão.
1394	I hate it when there are a lot of people.	397706	Eu odeio quando tem muita gente.
1395	I have to go to bed.	340359	Eu preciso ir para a cama.
1397	I won't ask you anything else today.	404997	Eu não vou te perguntar mais nada hoje.
1398	It may freeze next week.	2592331	Pode ser que vá gear na semana que vem.
1399	Even though he apologized, I'm still furious.	404943	Embora ele tenha se desculpado, eu ainda estou furioso.
1399	Even though he apologized, I'm still furious.	973944	Embora ele tenha pedido desculpa, ainda estou furioso.
1400	The police will get you to find the bullets.	405074	A polícia vai fazer você encontrar as balas.
1401	Thanks for having explained to me at last why people take me for an idiot.	340448	Obrigado por me explicar finalmente por que as pessoas me tomam por um idiota.
1402	That wasn't my intention.	404862	Não era essa a minha intenção.
1404	Theoretically, I'm doing math.	405077	Teoricamente eu estou cursando matemática.
1407	It almost scared me not to see you online for a whole day.	414999	Quase me assustou não te ver online por um dia inteiro.
1408	I don't know what you mean.	404987	Eu não sei o que você quis dizer.
1409	My computer has got to be useful for something.	340604	Meu computador tem que me ser útil para algo.
1410	You wanted to tell me about freedom?	397667	Você queria falar comigo sobre liberdade?
1411	Uh, now it's really weird...	405531	Hmm, agora está realmente estranho...
1412	If I wanted to scare you, I would tell you what I dreamt about a few weeks ago.	405318	Se eu quisesse te assustar, eu te contaria o sonho que eu tive há algumas semanas atrás.
1413	One can't expect everything from schools.	405365	Ninguém pode esperar tudo das escolas.
1413	One can't expect everything from schools.	960583	Não se pode esperar tudo das escolas.
1414	There are many words that I don't understand.	380388	Há muitas palavras que não entendo.
1415	I don't like it when mathematicians who know much more than I do can't express themselves explicitly.	405275	Eu não gosto quando matemáticos que sabem muito mais do que eu não conseguem se expressar explicitamente.
1416	You're really not stupid.	405565	Realmente, você não é burro.
1417	I need to ask you a silly question.	404992	Eu preciso te fazer uma pergunta tola.
1418	I don't know how to demonstrate it, since it's too obvious!	397696	Eu não sei como demonstrar, já que é tão óbvio!
1419	I wouldn't have thought I would someday look up "Viagra" in Wikipedia.	340326	Eu jamais imaginaria que algum dia buscaria por "Viagra" na Wikipédia.
1420	Can it be phrased in another way?	404935	Pode ser dito de outra maneira?
1421	No one will know.	380510	Ninguém saberá.
1422	I found a solution, but I found it so fast that it can't be the right solution.	397701	Eu encontrei uma solução. Mas eu a encontrei tão rápido que não pode ser a solução correta.
1423	It seems interesting to me.	405013	Para mim parece ser interessante.
1424	Except that here, it's not so simple.	404830	Exceto que aqui não é tão simples assim.
1425	I like candlelight.	404840	Eu gosto da luz de velas.
1426	What did you answer?	404870	O que você respondeu?
1427	No, he's not my new boyfriend.	404857	Não, não é meu novo namorado.
1428	It's too bad that I don't need to lose weight.	405019	É uma pena que eu não precise perder peso.
1429	You never have class or what?!	405108	Você nunca tem aula ou o quê?
1430	I will play Sudoku then instead of continuing to bother you.	404996	Então eu vou jogar Sudoku em vez de continuar a te aborrecer.
1431	Where is the problem?	397605	Onde está o problema?
1431	Where is the problem?	397606	Onde é o problema?
1432	I can only wait.	340337	Eu só posso esperar.
1432	I can only wait.	397694	Só me resta esperar.
1433	It's not much of a surprise, is it?	405333	Não é tão surpresa assim, não é?
1434	I love you.	369537	Te amo.
1434	I love you.	375145	Eu te amo.
1434	I love you.	913261	Eu amo você.
1434	I love you.	1189907	Eu a amo.
1434	I love you.	1198157	Eu te amo!
1434	I love you.	1382778	Amo você.
1434	I love you.	1382784	Amo-te.
1434	I love you.	1729570	Eu o amo.
1435	I don't like you anymore.	397699	Eu não gosto mais de você.
1435	I don't like you anymore.	1487930	Já não gosto de ti.
1436	I am curious.	340729	Eu estou curioso.
1436	I am curious.	397692	Eu sou curioso.
1436	I am curious.	397693	Eu sou curiosa.
1436	I am curious.	1155781	Quero saber.
1437	Congratulations!	397642	Parabéns.
1437	Congratulations!	397643	Meus parabéns!
1438	I don't want to wait that long.	404990	Eu não quero esperar tanto.
1439	Why don't you come visit us?	405546	Por que você não vem nos visitar?
1440	But the possibility seems unlikely.	405161	Mas a possibilidade é improvável.
1442	I shouldn't have logged off.	414983	Eu não devia ter me deslogado.
1443	I don't know what to do anymore.	404791	Eu não sei mais o que fazer.
1444	It is inevitable that I go to France someday, I just don't know when.	340344	É inevitável que eu vá para a França um dia, eu só não sei quando.
1445	I hate chemistry.	397704	Eu odeio química.
1445	I hate chemistry.	397705	Detesto química.
1446	I didn't want this to happen.	404984	Eu não queria que isso acontecesse.
1447	You can probably guess what happens though.	414984	Você pode provavelmente adivinhar o que acontece, porém.
1448	Next thing you know, you'll be in the papers.	906054	Antes de se dar conta, você estará nos jornais.
1449	What other options do I have?	404872	Que outras opções eu tenho?
1450	I am not much of a traveller.	405245	Eu não sou muito de viajar.
1451	I have nothing better to do.	389301	Não tenho nada melhor para fazer.
1452	I can't explain it either.	404982	Eu também não consigo explicar.
1453	Everyone has strengths and weaknesses.	404946	Todos têm forças e fraquezas.
1454	Seriously though, episode 21 made me almost cry while laughing.	405375	Agora falando sério, o episódio 21 quase me fez chorar de rir.
1455	It only shows you're not a robot.	405325	Isso só mostra que você não é um robô.
1456	How could I be a robot? Robots don't dream.	404969	Como eu poderia ser um robô? Robôs não sonham.
1458	It's not something anyone can do.	405018	Não é algo que qualquer um seja capaz de fazer.
1459	I don't know if I still have it.	397648	Eu não sei se ainda o tenho.
1460	What do you think I've been doing?	384928	O que você acha que eu estive fazendo?
1461	Don't underestimate my power.	404941	Não subestime meu poder.
1462	My mom doesn't speak English very well.	2583073	Minha mãe não fala inglês muito bem.
1463	I don't speak French well enough!	1121815	Não falo francês bem o suficiente!
1464	I was wondering if you were going to show up today.	405311	Eu estava me perguntando se você ia aparecer hoje.
1465	Therein lies the problem.	405080	É aí que está o problema.
1466	How do you find food in outer space?	397689	Como você encontra comida no espaço?
1467	All you can do is trust one another.	404888	Tudo que vocês podem fazer é confiar um no outro.
1468	Everyone wants to meet you. You're famous!	397647	Todo mundo quer te conhecer. Você é famoso!
1469	Why are you sorry for something you haven't done?	405103	Por que você se desculpa por algo que você não fez?
1471	Foreign people intrigue me.	404948	Eu fico intrigado com estrangeiros.
1472	Whatever I do, she says I can do better.	405090	Não importa o que eu fizer, ela diz que eu posso fazer melhor.
1473	What keeps you up so late?	405088	O que te mantém acordado até tão tarde?
1474	You'd be surprised what you can learn in a week.	405119	Você ficaria surpreso com a quantidade de coisas que você pode aprender em uma semana.
1475	I don't have anyone who'd travel with me.	404985	Eu não tenho ninguém que viaje comigo.
1476	You're not fast enough.	404879	Você não é rápido o bastante.
1477	Life is hard, but I am harder.	405343	A vida é dura, mas eu sou mais ainda.
1477	Life is hard, but I am harder.	3191025	A vida é dura, mas eu sou mais duro.
1478	Bearing can be unbearable.	404893	Suportar pode ser insuportável.
1479	Stop it! You're making her feel uncomfortable!	405387	Pare! Você está a deixando inconfortável.
1480	Nothing is beautiful but the truth.	380482	Somente a verdade é bela.
1481	Tomorrow, he will land on the moon.	340618	Amanhã ele irá aterrissar na lua.
1482	I don't speak Japanese.	340438	Eu não falo japonês.
1483	This is a pun.	404867	Isso é um jogo de palavras.
1484	Nobody understands me.	380512	Ninguém me entende.
1484	Nobody understands me.	530808	Ninguém me compreende.
1485	I learned to live without her.	404991	Eu aprendi a viver sem ela.
1486	It's useless to keep on thinking any more.	405335	Não adianta mais nada continuar pensando.
1487	I have too many things on my mind these days.	405288	Estou com muitas coisas na cabeça nesses últimos dias.
1488	I just wanted to check my email.	405289	Eu só queria checar o meu e-mail.
1488	I just wanted to check my email.	1573263	Eu só queria checar meu e-mail.
1489	Do you really need to ask the question to know the answer?	340369	Você realmente precisa perguntar pra saber a resposta?
1489	Do you really need to ask the question to know the answer?	1573261	Você realmente precisa fazer a pergunta para saber a resposta?
1490	You can't expect me to always think of everything!	405554	Você não pode esperar que eu sempre pense em tudo!
1491	I suppose that behind each thing we have to do, there's something we want to do...	414985	Eu suponho que por trás de tudo que temos que fazer há algo que queremos fazer...
1491	I suppose that behind each thing we have to do, there's something we want to do...	1573260	Eu imagino que por trás de cada coisa que temos que fazer, existe algo que queremos fazer.
1492	You really don't have the right priorities!	414986	Você realmente não tem as prioridades corretas!
1493	Don't expect others to think for you!	406490	Não espere que as outras pessoas pensem por você.
1494	You never have time for important things!	405594	Você nunca tem tempo para coisas importantes!
1494	You never have time for important things!	1573259	Você nunca tem tempo para as coisas importantes.
1495	It's no use pretending to make me believe that I believe things you don't believe!	414987	Não há porque fingir para me fazer acreditar que eu acredito em coisas que você não acredita!
1496	It would take me too much time to explain to you why it's not going to work.	381666	Eu levaria tempo demais para lhe explicar porque não vai funcionar.
1496	It would take me too much time to explain to you why it's not going to work.	1573258	Eu levaria muito tempo para te explicar porquê isso não vai funcionar.
1497	I'm so dumb... I'm trying to explain things to you that I don't understand myself.	405313	Eu sou tão burro... estou tentando te explicar coisas que eu mesmo não entendo.
1498	Stop seeing me as a "normal" person!	405068	Pare de me ver como uma pessoa comum.
1499	Are you referring to me?	414988	Você está referindo a mim?
1499	Are you referring to me?	893337	Você está falando de mim?
1499	Are you referring to me?	3174417	Você se refere a mim?
1500	There will always be things I will never learn, I don't have eternity before me!	414989	Sempre haverá coisas que eu nunca vou aprender. Eu não tenho a eternidade à minha disposição!
1501	It can't be!	397655	Não pode ser!
1501	It can't be!	397656	Mentira!
1502	I wish I could care more about my grades but it seems that, at a certain point of my life, I decided they wouldn't be so important anymore.	414990	Eu queria poder me importar mais com minhas notas, mas parece que, em um certo ponto da minha vida, eu decidi que isso não seria mais tão importante.
1504	Would you like something to drink?	414991	Você deseja beber algo?
1504	Would you like something to drink?	414992	Você quer tomar alguma coisa?
1504	Would you like something to drink?	722416	Você gostaria de algo para beber?
1505	"Who is it?" "It's your mother."	404883	"Quem é essa?" "É a sua mãe."
1506	"When will you be back?" "It all depends on the weather."	405135	"Quando você vai voltar?" "Só depende do tempo."
1507	"What's the matter?" asked the little white rabbit.	405581	"Qual é o problema?", perguntou o pequeno coelho branco.
1508	"What's going on in the cave? I'm curious." "I have no idea."	405580	"O que está acontecendo na caverna? Estou curioso." "Não faço ideia"
1509	We must learn to live together as brothers, or we will perish together as fools.	414993	Nós devemos aprender a viver juntos como irmãos, ou vamos morrer juntos como tolos.
1510	Uh... How's that working?	405532	Hmm... Como as coisas estão indo?
1511	"To tell you the truth, I am scared of heights." "You are a coward!"	380483	"Para ser honesto, estou com medo de altura". "Você é um covarde!"
1512	"Trust me," he said.	340628	"Confie em mim", disse ele.
1513	"This is what I was looking for!" he exclaimed.	405127	"Era isso que eu estava procurando!" Ele exclamou.
1514	"This looks pretty interesting," Hiroshi says.	405579	"Isso parece ser bem interessante", Hiroshi diz.
1515	Their communication may be much more complex than we thought.	415055	A comunicação deles pode ser muito mais complicada do que nós pensamos.
1515	Their communication may be much more complex than we thought.	3045296	Sua comunicação pode ser muito mais complexa do que pensávamos.
1516	"The phone is ringing." "I'll get it."	340415	"O telefone está tocando." "Eu já estou indo".
1516	"The phone is ringing." "I'll get it."	405578	"O telefone está tocando." "Eu atendo."
1517	"That's very nice of you," Willie answered.	340735	"É muito gentil de vossa parte", respondeu Willie.
1519	Someday I'll run like the wind.	405380	Algum dia eu vou correr como o vento.
1520	"She likes music." "So do I."	415000	"Ela gosta de música." "Eu também."
1521	Please don't cry.	397625	Por favor, não chore.
1522	Let me know if there is anything I can do.	415001	Me avise se houver algo que eu possa fazer.
1523	It may be that the happiness awaiting us is not at all the sort of happiness we would want.	1580424	A felicidade que nos espera pode não ser aquela que gostaríamos.
1523	It may be that the happiness awaiting us is not at all the sort of happiness we would want.	2682352	Pode ser que a felicidade que nos aguarda não seja nada do tipo da felicidade que queremos.
1524	It is up to you to decide whether we will go there or not.	415059	Você que deve decidir se nós vamos ou não vamos lá.
1525	Class doesn't begin until eight-thirty.	417982	A aula só começa às oito e meia.
1525	Class doesn't begin until eight-thirty.	2845546	A aula não começa até as oito e meia.
1526	I want a boat that will take me far away from here.	347702	Eu quero um barco que me leve para bem longe daqui.
1527	"I feel like playing cards." "So do I."	397670	"Estou com vontade de jogar baralho." "Eu também."
1528	"Haven't we met somewhere before?" asked the student.	2423972	''Nós não nos encontramos em algum lugar antes?'' Pediu o estudante.
1530	Allen is a poet.	404889	Allen é um poeta.
1531	The archer killed the deer.	405398	O arqueiro matou o cervo.
1534	In the 1950's, the Finns were cited as having one of the least healthy diets in the world.	347678	Nos anos 50 os finlandeses eram citados como aqueles que tinham uma das dietas alimentares menos saudáveis do mundo.
1535	If you see a mistake, then please correct it.	340771	Se você vir um erro, corrija-o por favor.
1536	Place the deck of cards on the oaken table.	2583072	Coloque o baralho na mesa de carvalho.
1538	If you don't eat, you die.	415002	Se você não comer, você morre.
1539	How do you spell "pretty"?	380521	Como se escreve "pretty"?
1539	How do you spell "pretty"?	1265900	Como você escreve "pretty"?
1540	Why don't we go home?	415003	Por que não vamos pra casa?
1541	I'm sorry, I can't stay long.	415004	Me desculpe, eu não posso ficar por muito tempo.
1541	I'm sorry, I can't stay long.	1275617	Sinto muito, não posso ficar muito tempo.
1542	Ten years is a long time to wait.	415005	Dez anos é um tempo bem longo para se esperar.
1543	"Why aren't you going?" "Because I don't want to."	415066	"Por que você não vai?" "Porque eu não quero."
1543	"Why aren't you going?" "Because I don't want to."	893338	"Por que você não vai?" "Porque não estou a fim de ir."
1544	One million people lost their lives in the war.	381579	Um milhão de pessoas perderam as suas vidas na guerra.
1547	It is not rare at all to live over ninety years.	415006	Não é de maneira alguma raro viver mais de noventa anos.
1550	Democracy is the worst form of government, except all the others that have been tried.	397674	A democracia é a pior forma de governo, exceto por todas as outras que já foram testadas anteriormente.
1551	When you're beginning to look like the photo in your passport, you should go on a holiday.	415008	Quando você estiver ficando parecido com a sua foto do seu passaporte, está na hora de tirar uma folga.
1552	It wasn't me, commissioner!	405328	Não fui eu, comissário!
1553	Oh, my white pants! And they were new.	405364	Oh, minhas calças brancas! E elas eram novas!
1555	When I left the train station, I saw a man.	405540	Ao sair da estação de trem eu vi um homem.
1557	You're an angel!	404878	Você é um anjo!
1558	People from Madrid are weird.	415007	As pessoas de Madri são estranhas.
1559	Well, the night is quite long, isn't it?	415009	Bem, a noite é bem longa, não é?
1560	You're lucky because he didn't bite you.	415072	Você teve a sorte de ele não te morder.
1561	Did you miss me?	404828	Você sentiu a minha falta?
1561	Did you miss me?	404829	Sentiu saudades de mim?
1563	Are they all the same?	405600	São todos do mesmo tipo?
1563	Are they all the same?	405601	São todos iguais?
1564	Thank you very much!	395112	Muito obrigado!
1564	Thank you very much!	395113	Muito obrigada!
1565	Where are the eggs, please?	393113	Onde estão os ovos, por favor?
1566	I'll take him.	415010	Eu o levarei.
1567	It's a surprise.	380501	É surpresa.
1568	That's a good idea!	405393	Que boa ideia!
1569	Round trip? Only one-way.	405374	Ida e volta? Só ida.
1570	It's a pity when somebody dies.	415011	É uma pena quando alguém morre.
1571	They were left speechless.	415013	Deixaram eles sem saber o que dizer.
